Date,corn,soybean_meal,hog,crush,corn + soybean_meal
2004-03-09,44250.0,22020.0,169280.0,103010.0,66270.0
2004-03-10,43762.5,21650.0,169840.0,104427.5,65412.5
2004-03-11,43837.5,21800.0,171520.0,105882.5,65637.5
2004-03-12,44212.49999999999,21900.0,171520.0,105407.5,66112.5
2004-03-15,45000.0,22320.0,171920.0,104600.0,67320.0
2004-03-16,44775.0,22830.0,173120.0,105515.0,67605.0
2004-03-17,45000.0,22900.0,172080.0,104180.0,67900.0
2004-03-18,45787.50000000001,23220.0,174480.0,105472.5,69007.5
2004-03-19,46125.0,23520.0,176400.0,106755.0,69645.0
2004-03-22,47475.0,24060.0,177280.0,105745.0,71535.0
2004-03-23,47212.5,24300.0,177760.0,106247.5,71512.5
2004-03-24,46312.5,23940.0,175360.0,105107.5,70252.5
2004-03-25,45375.0,23830.0,176800.0,107595.0,69205.0
2004-03-26,45262.5,23350.0,178000.0,109387.5,68612.5
2004-03-29,45112.5,23220.0,179200.0,110867.5,68332.5
2004-03-30,46012.5,22830.0,178160.0,109317.5,68842.5
2004-03-31,47662.50000000001,22680.0,178080.0,107737.5,70342.5
2004-04-16,46650.0,22470.0,174640.0,105520.0,69120.0
2004-04-19,46537.5,22640.0,175520.0,106342.5,69177.5
2004-04-20,46125.0,22750.0,175760.0,106885.0,68875.0
2004-04-21,45300.0,22530.0,176480.0,108650.0,67830.0
2004-04-22,45675.0,23030.0,177040.0,108335.0,68705.0
2004-04-23,45825.0,23070.0,177440.0,108545.0,68895.0
2004-04-26,45449.99999999999,22570.0,178480.0,110460.0,68020.0
2004-04-27,46800.0,23100.0,178720.0,108820.0,69900.0
2004-04-28,46500.0,22630.0,180560.0,111430.0,69130.0
2004-04-29,47024.99999999999,22600.0,180240.0,110615.0,69625.0
2004-04-30,47587.5,23090.0,182560.0,111882.5,70677.5
2004-05-03,47962.49999999999,23720.0,182480.0,110797.5,71682.5
2004-05-04,48000.0,24270.0,181680.0,109410.0,72270.0
2004-05-05,47287.5,25160.0,183520.0,111072.5,72447.5
2004-05-06,45562.5,24270.0,182640.0,112807.5,69832.5
2004-05-07,45712.5,24570.0,183760.0,113477.5,70282.5
2004-05-10,43800.0,23880.0,183600.0,115920.0,67680.0
2004-05-11,44025.0,24000.0,186080.0,118055.0,68025.0
2004-05-12,43612.50000000001,23100.0,182960.0,116247.5,66712.5
2004-05-13,43425.0,23270.0,183760.0,117065.0,66695.0
2004-05-14,42750.0,22520.0,183760.0,118490.0,65270.0
2004-05-17,43200.0,22600.0,182640.0,116840.0,65800.0
2004-05-18,42487.5,22240.0,184320.0,119592.5,64727.5
2004-05-19,43462.5,22520.0,188160.0,122177.5,65982.5
2004-05-20,42375.0,21820.0,186160.0,121965.0,64195.0
2004-05-21,42150.0,21830.0,188000.0,124020.0,63980.0
2004-05-24,43387.5,22520.0,186960.0,121052.5,65907.5
2004-05-25,44475.0,22970.0,182480.0,115035.0,67445.0
2004-05-26,44025.0,22720.0,180720.0,113975.0,66745.0
2004-05-27,43687.5,21380.0,182320.0,117252.5,65067.5
2004-05-28,44587.5,21570.0,177600.0,111442.5,66157.5
2004-06-01,47587.5,23470.0,183920.0,112862.5,71057.5
2004-06-02,47887.5,22780.0,185200.0,114532.5,70667.5
2004-06-03,46500.0,21730.0,188320.0,120090.0,68230.0
2004-06-04,46612.5,22020.0,188480.0,119847.5,68632.5
2004-06-07,45525.0,21400.0,188720.0,121795.0,66925.0
2004-06-08,44887.5,21290.0,186960.0,120782.5,66177.5
2004-06-09,45375.0,21000.0,186560.0,120185.0,66375.0
2004-06-10,43612.50000000001,20530.0,189520.0,125377.5,64142.50000000001
2004-06-14,44175.0,20700.0,188880.0,124005.0,64875.0
2004-06-15,42637.49999999999,20580.0,188720.0,125502.5,63217.49999999999
2004-06-16,42937.5,20750.0,188880.0,125192.5,63687.5
2004-06-17,42487.5,21020.0,190320.0,126812.5,63507.5
2004-06-18,42000.0,20830.0,191920.0,129090.0,62830.0
2004-06-21,42337.49999999999,21170.0,193520.0,130012.5,63507.49999999999
2004-06-22,41587.5,21220.0,191840.0,129032.5,62807.5
2004-06-23,42637.49999999999,22020.0,194240.0,129582.5,64657.49999999999
2004-06-24,42375.0,22360.0,191200.0,126465.0,64735.0
2004-06-25,42825.0,22770.0,192480.0,126885.0,65595.0
2004-06-28,41850.0,21730.0,193360.0,129780.0,63580.0
2004-06-29,41625.0,21870.0,193600.0,130105.0,63495.0
2004-06-30,40050.0,20530.0,194640.0,134060.0,60580.0
2004-07-01,40087.5,20820.0,195920.0,135012.5,60907.5
2004-07-02,39450.0,20380.0,198240.0,138410.0,59830.0
2004-07-06,38775.0,20470.0,198080.0,138835.0,59245.0
2004-07-07,38775.0,20850.0,195440.0,135815.0,59625.0
2004-07-08,38062.5,20780.0,196640.0,137797.5,58842.5
2004-07-09,37837.5,20630.0,198160.0,139692.5,58467.5
2004-07-12,38137.5,20110.0,198000.0,139752.5,58247.5
2004-07-13,37762.5,20240.0,198400.0,140397.5,58002.5
2004-07-14,38100.0,21020.0,200880.0,141760.0,59120.0
2004-07-15,37537.5,20140.0,196160.0,138482.5,57677.5
2004-07-16,37125.0,19870.0,194800.0,137805.0,56995.0
2004-07-19,36750.0,20200.0,195920.0,138970.0,56950.0
2004-07-20,36300.0,20180.0,195920.0,139440.0,56480.0
2004-07-21,35175.00000000001,18980.0,195040.0,140885.0,54155.00000000001
2004-07-22,34162.5,18340.0,194560.0,142057.5,52502.5
2004-07-23,34800.0,18880.0,195280.0,141600.0,53680.0
2004-07-26,34762.5,18550.0,200800.0,147487.5,53312.5
2004-07-27,34612.5,18480.0,204880.00000000003,151787.50000000003,53092.5
2004-07-28,34012.5,17790.0,204640.0,152837.5,51802.5
2004-07-29,34050.0,18120.0,207600.0,155430.0,52170.0
2004-07-30,33825.0,17550.0,207200.0,155825.0,51375.0
2004-08-02,34162.5,17390.0,210880.00000000003,159327.50000000003,51552.5
2004-08-03,34312.5,17340.0,207280.00000000003,155627.50000000003,51652.5
2004-08-04,34687.5,17180.0,209440.0,157572.5,51867.5
2004-08-05,35212.5,17520.0,209360.0,156627.5,52732.5
2004-08-06,35512.5,17270.0,210560.0,157777.5,52782.5
2004-08-09,35700.0,17640.0,210400.0,157060.0,53340.0
2004-08-10,35362.5,17390.0,207680.00000000003,154927.50000000003,52752.5
2004-08-11,34800.0,17020.0,202400.0,150580.0,51820.0
2004-08-12,34350.0,17570.0,202560.0,150640.0,51920.0
2004-08-13,34237.50000000001,17530.0,206160.0,154392.5,51767.50000000001
2004-08-16,34950.0,17190.0,201440.0,149300.0,52140.0
2004-08-17,35962.5,17760.0,198720.0,144997.5,53722.5
2004-08-18,35437.5,17940.0,198800.0,145422.5,53377.5
2004-08-19,36037.5,17810.0,198640.0,144792.5,53847.5
2004-08-20,36262.5,17470.0,200960.0,147227.5,53732.5
2004-08-23,36637.5,18340.0,199360.0,144382.5,54977.5
2004-08-24,36300.0,18120.0,195920.0,141500.0,54420.0
2004-08-25,35550.0,18320.0,195920.0,142050.0,53870.0
2004-08-26,35100.0,17940.0,195760.0,142720.0,53040.0
2004-08-27,34350.0,17400.0,198240.0,146490.0,51750.0
2004-08-30,35287.5,18020.0,201280.0,147972.5,53307.5
2004-08-31,35662.5,18120.0,203920.0,150137.5,53782.5
2004-09-01,36412.50000000001,18190.0,206000.0,151397.5,54602.50000000001
2004-09-02,35437.5,17780.0,202400.0,149182.5,53217.5
2004-09-03,34650.0,17230.0,202560.0,150680.0,51880.0
2004-09-07,33975.0,16870.0,202480.0,151635.0,50845.0
2004-09-08,34012.5,17070.0,198400.0,147317.5,51082.5
2004-09-09,33975.0,17030.0,203680.0,152675.0,51005.0
2004-09-10,33337.5,16780.0,204560.0,154442.5,50117.5
2004-09-13,33075.0,16780.0,207840.0,157985.0,49855.0
2004-09-14,32700.0,16720.0,209519.99999999997,160099.99999999997,49420.0
2004-09-15,32775.0,16720.0,213040.0,163545.0,49495.0
2004-09-16,32437.5,16570.0,215360.0,166352.5,49007.5
2004-09-17,32287.5,16540.0,220240.0,171412.5,48827.5
2004-09-20,31912.5,16340.0,223040.0,174787.5,48252.5
2004-09-21,31912.5,16230.000000000002,222640.0,174497.5,48142.5
2004-09-22,31537.5,16169.999999999998,222160.0,174452.5,47707.5
2004-09-23,31162.5,16210.0,227840.0,180467.5,47372.5
2004-09-24,30787.500000000007,15930.000000000002,226640.0,179922.5,46717.50000000001
2004-09-27,31162.5,16119.999999999998,220240.0,172957.5,47282.5
2004-09-28,31275.0,16160.0,217040.0,169605.0,47435.0
2004-09-29,31087.499999999993,16230.000000000002,219440.0,172122.5,47317.49999999999
2004-09-30,30825.0,15969.999999999998,221200.0,174405.0,46795.0
2004-10-01,30900.0,16169.999999999998,219760.0,172690.0,47070.0
2004-10-04,30412.5,15940.0,213600.0,167247.5,46352.5
2004-10-05,30675.0,15630.000000000002,210400.0,164095.0,46305.0
2004-10-06,31087.499999999993,15669.999999999998,213760.0,167002.5,46757.49999999999
2004-10-07,30900.0,15840.0,211440.0,164700.0,46740.0
2004-10-08,30675.0,15990.0,213440.0,166775.0,46665.0
2004-10-11,30712.5,16330.000000000002,212160.0,165117.5,47042.5
2004-10-12,30375.0,15540.0,205760.0,159845.0,45915.0
2004-10-13,30787.500000000007,15290.0,206960.0,160882.5,46077.50000000001
2004-10-14,30637.5,15250.0,207519.99999999997,161632.49999999997,45887.5
2004-10-15,31012.5,15269.999999999998,213919.99999999997,167637.49999999997,46282.5
2004-10-18,30600.0,15410.0,208319.99999999997,162309.99999999997,46010.0
2004-10-19,31050.0,15680.000000000002,212800.0,166070.0,46730.0
2004-10-20,30900.0,15840.0,210880.00000000003,164140.00000000003,46740.0
2004-10-21,30637.5,15850.0,214880.00000000003,168392.50000000003,46487.5
2004-10-22,30262.5,15640.0,211840.0,165937.5,45902.5
2004-10-25,30787.500000000007,15840.0,209600.0,162972.5,46627.50000000001
2004-10-26,31012.5,15660.0,211919.99999999997,165247.49999999997,46672.5
2004-10-27,30937.5,15530.000000000002,210719.99999999997,164252.49999999997,46467.5
2004-10-28,30937.5,15540.0,212319.99999999997,165842.49999999997,46477.5
2004-10-29,30375.0,15390.0,215840.0,170075.0,45765.0
2004-11-01,30000.0,15010.0,221360.0,176350.0,45010.0
2004-11-02,29962.5,15110.0,223519.99999999997,178447.49999999997,45072.5
2004-11-03,29850.0,15060.0,229919.99999999997,185009.99999999997,44910.0
2004-11-04,29625.0,14880.000000000002,236319.99999999997,191814.99999999997,44505.0
2004-11-05,29925.0,14700.0,231200.0,186575.0,44625.0
2004-11-08,29700.0,14869.999999999998,230719.99999999997,186149.99999999997,44570.0
2004-11-09,29700.0,14990.0,230080.00000000003,185390.00000000003,44690.0
2004-11-10,29737.5,15390.0,236480.00000000003,191352.50000000003,45127.5
2004-11-11,29587.5,14990.0,238319.99999999997,193742.49999999997,44577.5
2004-11-12,30000.0,14969.999999999998,241519.99999999997,196549.99999999997,44970.0
2004-11-15,30375.0,15369.999999999998,239280.00000000003,193535.00000000003,45745.0
2004-11-16,30449.999999999993,15640.0,238000.0,191910.0,46089.99999999999
2004-11-17,30862.5,15780.000000000002,239440.0,192797.5,46642.5
2004-11-18,30600.0,16010.0,238080.00000000003,191470.00000000003,46610.0
2004-11-19,29887.5,15819.999999999998,239440.0,193732.5,45707.5
2004-11-22,29625.0,15930.000000000002,239360.0,193805.0,45555.0
2004-11-23,29700.0,16260.0,243519.99999999997,197559.99999999997,45960.0
2004-11-24,29662.5,16110.0,244960.0,199187.5,45772.5
2004-11-26,29550.0,16119.999999999998,246000.0,200330.0,45670.0
2004-11-29,28987.5,15690.0,247519.99999999997,202842.49999999997,44677.5
2004-11-30,28875.0,15419.999999999998,253040.0,208745.0,44295.0
2004-12-01,35475.00000000001,17100.0,252640.0,200065.0,52575.00000000001
2004-12-02,35362.5,17000.0,252560.0,200197.5,52362.5
2004-12-03,35700.0,17070.0,251200.0,198430.0,52770.0
2004-12-06,35887.5,17300.0,244800.0,191612.5,53187.5
2004-12-07,35400.0,17000.0,243040.0,190640.0,52400.0
2004-12-08,35400.0,17000.0,242080.00000000003,189680.00000000003,52400.0
2004-12-09,35250.0,16850.0,237200.0,185100.0,52100.0
2004-12-10,34987.5,17050.0,239200.0,187162.5,52037.5
2004-12-13,35512.5,17700.0,238319.99999999997,185107.49999999997,53212.5
2004-12-14,35700.0,17600.0,238080.00000000003,184780.00000000003,53300.0
2004-12-15,35587.5,17350.0,179200.0,126262.5,52937.5
2004-12-16,35475.00000000001,17080.0,179200.0,126645.0,52555.00000000001
2004-12-17,35475.00000000001,17000.0,179040.0,126565.0,52475.00000000001
2004-12-20,35700.0,17200.0,178240.0,125340.0,52900.0
2004-12-21,35625.0,17230.0,177520.0,124665.0,52855.0
2004-12-22,35625.0,17190.0,176960.0,124145.0,52815.0
2004-12-23,35812.5,17400.0,178240.0,125027.5,53212.5
2004-12-27,35925.0,17450.0,179200.0,125825.0,53375.0
2004-12-28,35774.99999999999,17270.0,177600.0,124555.0,53044.99999999999
2004-12-29,35362.5,17330.0,184000.0,131307.5,52692.5
2005-01-03,35100.0,17260.0,185600.0,133240.0,52360.0
2005-01-04,34950.0,16830.0,186880.0,135100.0,51780.0
2005-01-05,34987.5,16710.0,187680.0,135982.5,51697.5
2005-01-06,35700.0,16850.0,188080.0,135530.0,52550.0
2005-01-07,35587.5,17300.0,188560.0,135672.5,52887.5
2005-01-10,35587.5,17550.0,189760.0,136622.5,53137.5
2005-01-11,35587.5,17450.0,192000.0,138962.5,53037.5
2005-01-12,34875.0,17050.0,190720.0,138795.0,51925.0
2005-01-13,34725.0,17020.0,192320.0,140575.0,51745.0
2005-01-14,34275.0,16600.0,192160.0,141285.0,50875.0
2005-01-18,34050.0,16490.0,191680.0,141140.0,50540.0
2005-01-19,34087.5,16540.0,192400.0,141772.5,50627.5
2005-01-20,34275.0,16600.0,191840.0,140965.0,50875.0
2005-01-21,34275.0,16369.999999999998,193280.0,142635.0,50645.0
2005-01-24,34350.0,16550.0,192480.0,141580.0,50900.0
2005-01-25,34537.50000000001,16590.0,192800.0,141672.5,51127.50000000001
2005-01-26,34537.50000000001,16550.0,192480.0,141392.5,51087.50000000001
2005-01-27,34199.99999999999,16300.0,192160.0,141660.0,50499.99999999999
2005-01-28,34162.5,16300.0,193440.0,142977.5,50462.5
2005-01-31,34312.5,16160.0,194240.0,143767.5,50472.5
2005-02-01,34387.5,16130.000000000002,194560.0,144042.5,50517.5
2005-02-02,34162.5,16260.0,192960.0,142537.5,50422.5
2005-02-03,34199.99999999999,16130.000000000002,193920.0,143590.0,50329.99999999999
2005-02-04,34125.0,15980.000000000002,193440.0,143335.0,50105.0
2005-02-07,34275.0,15980.000000000002,194720.0,144465.0,50255.0
2005-02-08,34087.5,16010.0,194160.0,144062.5,50097.5
2005-02-09,34087.5,16100.0,193280.0,143092.5,50187.5
2005-02-10,34537.50000000001,16300.0,191040.0,140202.5,50837.50000000001
2005-02-11,34537.50000000001,16500.0,191040.0,140002.5,51037.50000000001
2005-02-14,34725.0,16810.0,191680.0,140145.0,51535.0
2005-02-15,34650.0,16980.0,191680.0,140050.0,51630.0
2005-02-16,34350.0,16920.0,192640.0,141370.0,51270.0
2005-02-17,34650.0,17820.0,191680.0,139210.0,52470.0
2005-02-18,34725.0,17820.0,191360.0,138815.0,52545.0
2005-02-22,35550.0,18490.0,190480.0,136440.0,54040.0
2005-02-23,35325.0,18180.0,191200.0,137695.0,53505.0
2005-02-24,35400.0,17880.0,190800.0,137520.0,53280.0
2005-02-25,35774.99999999999,18560.0,191440.0,137105.0,54334.99999999999
2005-02-28,36300.0,18780.0,191680.0,136600.0,55080.0
2005-03-01,36000.0,18790.0,192160.0,137370.0,54790.0
2005-03-02,36000.0,19290.0,193280.0,137990.0,55290.0
2005-03-03,35887.5,19120.0,194640.0,139632.5,55007.5
2005-03-04,35737.5,18960.0,194480.0,139782.5,54697.5
2005-03-07,35212.5,18720.0,195520.0,141587.5,53932.5
2005-03-08,35287.5,18710.0,196640.0,142642.5,53997.5
2005-03-09,35774.99999999999,18720.0,195360.0,140865.0,54494.99999999999
2005-03-10,36225.0,18960.0,193440.0,138255.0,55185.0
2005-03-11,36750.0,19450.0,193920.0,137720.0,56200.0
2005-03-14,36412.50000000001,19450.0,193520.0,137657.5,55862.50000000001
2005-03-15,37125.0,19970.0,192160.0,135065.0,57095.0
2005-03-16,37012.49999999999,19510.0,193760.0,137237.5,56522.49999999999
2005-03-17,36750.0,19490.0,193840.0,137600.0,56240.0
2005-03-18,36450.0,19140.0,193680.0,138090.0,55590.0
2005-03-21,35774.99999999999,18730.0,194080.0,139575.0,54504.99999999999
2005-03-22,35625.0,18750.0,193120.0,138745.0,54375.0
2005-03-23,35137.49999999999,18480.0,190880.0,137262.5,53617.49999999999
2005-03-24,35062.5,18590.0,189760.0,136107.5,53652.5
2005-03-28,35212.5,18300.0,192800.0,139287.5,53512.5
2005-03-29,35175.00000000001,18250.0,194400.0,140975.0,53425.00000000001
2005-03-30,35137.49999999999,18620.0,194160.0,140402.5,53757.49999999999
2005-03-31,35212.5,18510.0,194480.0,140757.5,53722.5
2005-04-01,35550.0,18330.0,197440.0,143560.0,53880.0
2005-04-04,35250.0,18390.0,197440.0,143800.0,53640.0
2005-04-05,34575.0,18560.0,196080.0,142945.0,53135.0
2005-04-06,34725.0,18710.0,194400.0,140965.0,53435.0
2005-04-07,34575.0,18840.0,193600.0,140185.0,53415.0
2005-04-08,34425.0,18660.0,193760.0,140675.0,53085.0
2005-04-11,34612.5,18840.0,193840.0,140387.5,53452.5
2005-04-12,34650.0,18500.0,193920.0,140770.0,53150.0
2005-04-13,34537.50000000001,18560.0,193600.0,140502.5,53097.50000000001
2005-04-14,34725.0,18510.0,193840.0,140605.0,53235.0
2005-04-15,34537.50000000001,18430.0,194880.0,141912.5,52967.50000000001
2005-04-18,34275.0,18540.0,193280.0,140465.0,52815.0
2005-04-19,34950.0,19480.0,194560.0,140130.0,54430.0
2005-04-20,35212.5,19430.0,195680.0,141037.5,54642.5
2005-04-21,35362.5,19490.0,195760.0,140907.5,54852.5
2005-04-22,35100.0,19440.0,195040.0,140500.0,54540.0
2005-04-25,35587.5,19730.0,194720.0,139402.5,55317.5
2005-04-26,35662.5,19650.0,195280.0,139967.5,55312.5
2005-04-27,35137.49999999999,19410.0,193600.0,139052.5,54547.49999999999
2005-04-28,34537.50000000001,19230.0,194720.0,140952.5,53767.50000000001
2005-04-29,34612.5,19250.0,196640.0,142777.5,53862.5
2005-05-02,33975.0,19300.0,197600.0,144325.0,53275.0
2005-05-03,33450.0,19050.0,196000.0,143500.0,52500.0
2005-05-04,33562.5,18870.0,196800.0,144367.5,52432.5
2005-05-05,33825.0,18930.0,197280.0,144525.0,52755.0
2005-05-06,33899.99999999999,19140.0,196240.0,143200.0,53039.99999999999
2005-05-09,33862.5,19180.0,195920.0,142877.5,53042.5
2005-05-10,33862.5,19220.0,194320.0,141237.5,53082.5
2005-05-11,33637.5,19300.0,195280.0,142342.5,52937.5
2005-05-12,33337.5,19080.0,196640.0,144222.5,52417.5
2005-05-13,33262.49999999999,18890.0,196320.0,144167.5,52152.49999999999
2005-05-16,33787.5,19260.0,194080.0,141032.5,53047.5
2005-05-17,33825.0,19280.0,194800.0,141695.0,53105.0
2005-05-18,34312.5,19630.0,192640.0,138697.5,53942.5
2005-05-19,34162.5,19480.0,191920.0,138277.5,53642.5
2005-05-20,34650.0,19520.0,189680.0,135510.0,54170.0
2005-05-23,36074.99999999999,19680.0,187840.0,132085.0,55754.99999999999
2005-05-24,35737.5,19840.0,185840.0,130262.5,55577.5
2005-05-25,35962.5,20690.0,186720.0,130067.5,56652.5
2005-05-26,36262.5,21000.0,185680.0,128417.5,57262.5
2005-05-27,35812.5,20880.0,186480.0,129787.5,56692.5
2005-05-31,35887.5,21460.0,187360.0,130012.5,57347.5
2005-06-01,36262.5,21490.0,185200.0,127447.5,57752.5
2005-06-02,35250.0,20980.0,182000.0,125770.0,56230.0
2005-06-03,35437.5,21410.0,179760.0,122912.5,56847.5
2005-06-06,35774.99999999999,21570.0,180960.0,123615.0,57344.99999999999
2005-06-07,35737.5,21410.0,182880.0,125732.5,57147.5
2005-06-08,35212.5,21160.0,183920.0,127547.5,56372.5
2005-06-09,35175.00000000001,21410.0,182800.0,126215.0,56585.00000000001
2005-06-10,34537.50000000001,21360.0,182000.0,126102.5,55897.50000000001
2005-06-13,35212.5,21930.0,180480.0,123337.5,57142.5
2005-06-14,35812.5,22370.0,175120.0,116937.5,58182.5
2005-06-15,36675.0,22840.0,172880.0,113365.0,59515.0
2005-06-16,36825.0,22700.0,175760.0,116235.0,59525.0
2005-06-17,37350.00000000001,23400.0,172560.0,111810.0,60750.00000000001
2005-06-20,38362.5,23860.0,172480.0,110257.5,62222.5
2005-06-21,37837.5,23740.0,172880.0,111302.5,61577.5
2005-06-22,37462.5,23720.0,169600.0,108417.5,61182.5
2005-06-23,37012.49999999999,23560.0,170560.0,109987.5,60572.49999999999
2005-06-24,37912.5,23910.0,167040.0,105217.5,61822.5
2005-06-27,36225.0,22130.0,173440.0,115085.0,58355.0
2005-06-28,35774.99999999999,21130.0,167920.0,111015.0,56904.99999999999
2005-06-29,35550.0,21330.0,171600.0,114720.0,56880.0
2005-06-30,34762.5,20650.0,173920.0,118507.5,55412.5
2005-07-01,35362.5,21170.0,177920.0,121387.5,56532.5
2005-07-05,37649.99999999999,22550.0,178960.0,118760.0,60199.99999999999
2005-07-06,37649.99999999999,21870.0,180160.0,120640.0,59519.99999999999
2005-07-07,37949.99999999999,21660.0,178240.0,118630.0,59609.99999999999
2005-07-08,36937.5,21280.0,177120.0,118902.5,58217.5
2005-07-11,37012.49999999999,21710.0,176800.0,118077.5,58722.49999999999
2005-07-12,37050.00000000001,22130.0,176560.0,117380.0,59180.00000000001
2005-07-13,38437.5,22370.0,177280.0,116472.5,60807.5
2005-07-14,39262.5,22550.0,178240.0,116427.5,61812.5
2005-07-15,40200.0,22820.0,175840.0,112820.0,63020.0
2005-07-18,40500.0,22590.0,177840.0,114750.0,63090.0
2005-07-19,38850.0,21490.0,179040.0,118700.0,60340.0
2005-07-20,37837.5,21610.0,179360.0,119912.5,59447.5
2005-07-21,36712.49999999999,21160.0,180480.0,122607.5,57872.49999999999
2005-07-22,36712.49999999999,21060.0,178960.0,121187.5,57772.49999999999
2005-07-25,36187.5,21170.0,179840.0,122482.5,57357.5
2005-07-26,36787.5,21390.0,176240.0,118062.5,58177.5
2005-07-27,37162.5,21400.0,176640.0,118077.5,58562.5
2005-07-28,37875.0,21670.0,176240.0,116695.0,59545.0
2005-07-29,37237.5,21240.0,178080.0,119602.5,58477.5
2005-08-01,36637.5,21270.0,183760.0,125852.5,57907.5
2005-08-02,36825.0,21650.0,186000.0,127525.0,58475.0
2005-08-03,36000.0,20980.0,185680.0,128700.0,56980.0
2005-08-04,35625.0,21230.0,186640.0,129785.0,56855.0
2005-08-05,35175.00000000001,20880.0,188080.0,132025.0,56055.00000000001
2005-08-08,35362.5,20960.0,185360.0,129037.5,56322.5
2005-08-09,34912.5,20590.0,184160.0,128657.5,55502.5
2005-08-10,35475.00000000001,20590.0,181600.0,125535.0,56065.00000000001
2005-08-11,35737.5,20640.0,181600.0,125222.5,56377.5
2005-08-12,34650.0,20450.0,183120.0,128020.0,55100.0
2005-08-15,33487.5,19320.0,187520.0,134712.5,52807.5
2005-08-16,33337.5,19480.0,188400.0,135582.5,52817.5
2005-08-17,33975.0,19380.0,188480.0,135125.0,53355.0
2005-08-18,33712.5,19310.0,187360.0,134337.5,53022.5
2005-08-19,33525.0,18940.0,191600.0,139135.0,52465.0
2005-08-22,33899.99999999999,19230.0,193280.0,140150.0,53129.99999999999
2005-08-23,33600.00000000001,19280.0,190640.0,137760.0,52880.00000000001
2005-08-24,33337.5,19050.0,190240.0,137852.5,52387.5
2005-08-25,32962.49999999999,18620.0,193920.0,142337.5,51582.49999999999
2005-08-26,32662.500000000007,18670.0,197280.0,145947.5,51332.50000000001
2005-08-29,32925.0,18750.0,196640.0,144965.0,51675.0
2005-08-30,32775.0,18750.0,195200.0,143675.0,51525.0
2005-08-31,32475.0,18560.0,196960.0,145925.0,51035.0
2005-09-01,33337.5,18690.0,193680.0,141652.5,52027.5
2005-09-02,32587.5,18580.0,193280.0,142112.5,51167.5
2005-09-06,33187.5,18980.0,195520.0,143352.5,52167.5
2005-09-07,32625.0,18780.0,194800.0,143395.0,51405.0
2005-09-08,32437.5,18680.0,197040.0,145922.5,51117.5
2005-09-09,32400.0,18400.0,200720.0,149920.0,50800.0
2005-09-12,31725.000000000007,18140.0,200560.0,150695.0,49865.00000000001
2005-09-13,31500.0,18140.0,199840.0,150200.0,49640.0
2005-09-14,31162.5,17970.0,197200.0,148067.5,49132.5
2005-09-15,30975.0,17590.0,198400.0,149835.0,48565.0
2005-09-16,30937.5,17660.0,198320.0,149722.5,48597.5
2005-09-19,30937.5,17620.0,199360.0,150802.5,48557.5
2005-09-20,31012.5,17520.0,202000.0,153467.5,48532.5
2005-09-21,30975.0,17560.0,199040.0,150505.0,48535.0
2005-09-22,31237.5,17500.0,198880.0,150142.5,48737.5
2005-09-23,31087.499999999993,17420.0,201280.0,152772.5,48507.49999999999
2005-09-26,30675.0,17240.0,201760.0,153845.0,47915.0
2005-09-27,30487.500000000007,17080.0,199280.0,151712.5,47567.50000000001
2005-09-28,30487.500000000007,17190.0,201920.0,154242.5,47677.50000000001
2005-09-29,30525.0,17020.0,202880.0,155335.0,47545.0
2005-09-30,30825.0,17040.0,202720.0,154855.0,47865.0
2005-10-03,31312.5,17080.0,208000.0,159607.5,48392.5
2005-10-04,30862.5,16670.0,207360.0,159827.5,47532.5
2005-10-05,30712.5,16610.0,209040.0,161717.5,47322.5
2005-10-06,30637.5,16730.0,206000.0,158632.5,47367.5
2005-10-07,30375.0,16860.0,208080.00000000003,160845.00000000003,47235.0
2005-10-10,30300.0,16660.0,206480.00000000003,159520.00000000003,46960.0
2005-10-11,30375.0,16790.0,203200.0,156035.0,47165.0
2005-10-12,30862.5,17590.0,199600.0,151147.5,48452.5
2005-10-13,30525.0,17760.0,200080.0,151795.0,48285.0
2005-10-14,30525.0,17650.0,196800.0,148625.0,48175.0
2005-10-17,30562.5,17520.0,193040.0,144957.5,48082.5
2005-10-18,30300.0,17100.0,193120.0,145720.0,47400.0
2005-10-19,30262.5,17220.0,195440.0,147957.5,47482.5
2005-10-20,30412.5,17190.0,192720.0,145117.5,47602.5
2005-10-21,30225.0,16940.0,194480.0,147315.0,47165.0
2005-10-24,29925.0,16990.0,195040.0,148125.0,46915.0
2005-10-25,29925.0,17090.0,195840.0,148825.0,47015.0
2005-10-26,29737.5,16930.0,192240.0,145572.5,46667.5
2005-10-27,29662.5,17050.0,190240.0,143527.5,46712.5
2005-10-28,29550.0,16880.0,195040.0,148610.0,46430.0
2005-10-31,29437.5,16970.0,197360.0,150952.5,46407.5
2005-11-01,29512.5,17350.0,194720.0,147857.5,46862.5
2005-11-02,29400.0,17390.0,197760.0,150970.0,46790.0
2005-11-03,29437.5,17830.0,198000.0,150732.5,47267.5
2005-11-04,29325.0,17620.0,199280.0,152335.0,46945.0
2005-11-07,29212.5,17410.0,204000.0,157377.5,46622.5
2005-11-08,29287.5,17390.0,202320.0,155642.5,46677.5
2005-11-09,29287.5,17430.0,205360.0,158642.5,46717.5
2005-11-10,29062.5,17550.0,202000.0,155387.5,46612.5
2005-11-11,29325.0,18170.0,202960.0,155465.0,47495.0
2005-11-14,29512.5,18020.0,202720.0,155187.5,47532.5
2005-11-15,29362.5,18020.0,204320.0,156937.5,47382.5
