Date,corn,soybean_meal,hog,crush
2005-12-07,2.3825,180.3,62.675,146792.5
2005-12-08,2.39,183.0,62.875,147050.0
2005-12-09,2.4125,184.5,62.55,145522.5
2005-12-12,2.4425,192.2,62.125,142942.5
2005-12-13,2.4525,198.0,62.375,143012.5
2005-12-15,2.4275,195.0,55.2,120727.5
2005-12-16,2.4475,195.5,55.0,119737.5
2005-12-19,2.455,201.0,54.75,118275.0
2005-12-20,2.4625,199.5,55.65,121192.5
2005-12-21,2.46,200.0,55.15,119580.0
2005-12-22,2.4775,202.2,55.225,119337.5
2005-12-23,2.485,203.0,55.35,119545.0
2005-12-27,2.49,202.8,55.15,118850.0
2005-12-28,2.49,202.8,55.075,118610.0
2005-12-29,2.4625,199.8,55.65,121162.5
2005-12-30,2.4825,196.5,55.975,122232.5
2006-01-03,2.515,200.0,55.4,119555.0
2006-01-04,2.51,200.0,55.1,118670.0
2006-01-05,2.49,196.3,54.75,118220.0
2006-01-06,2.4825,195.3,55.0,119232.5
2006-01-09,2.4575,191.6,54.95,119817.5
2006-01-10,2.4775,190.7,53.65,115447.5
2006-01-11,2.49,189.4,52.625,112110.0
2006-01-12,2.48,186.5,53.1,114070.0
2006-01-13,2.4875,188.6,52.8,112787.5
2006-01-17,2.4525,187.8,52.825,113472.5
2006-01-18,2.4325,185.5,52.4,112642.5
2006-01-19,2.4225,185.7,52.15,111972.5
2006-01-20,2.425,186.0,52.85,114145.0
2006-01-23,2.46,188.3,52.225,111390.0
2006-01-24,2.495,187.0,51.875,109875.0
2006-01-25,2.5225,186.2,51.525,108422.5
2006-01-26,2.5275,188.2,52.15,110147.5
2006-01-27,2.5425,194.0,52.4,110142.5
2006-01-30,2.5375,195.8,52.6,110677.5
2006-01-31,2.5575,194.3,52.75,111007.5
2006-02-01,2.54,191.2,52.9,112060.0
2006-02-02,2.5675,192.5,52.3,109597.5
2006-02-03,2.6,194.2,52.725,110300.0
2006-02-06,2.585,190.0,53.45,113265.0
2006-02-07,2.545,186.5,53.1,113095.0
2006-02-08,2.565,189.0,53.325,113265.0
2006-02-09,2.6075,190.5,53.425,112797.5
2006-02-10,2.5725,188.7,53.7,114382.5
2006-02-13,2.57,189.8,53.8,114630.0
2006-02-14,2.5625,189.6,54.1,115722.5
2006-02-15,2.585,189.7,53.3,112815.0
2006-02-16,2.5975,190.3,53.55,113367.5
2006-02-17,2.6175,191.0,54.3,115397.5
2006-02-21,2.6175,187.3,54.55,116567.5
2006-02-22,2.5925,184.4,54.475,116992.5
2006-02-23,2.5975,183.5,54.35,116607.5
2006-02-24,2.6425,183.5,54.175,115372.5
2006-02-27,2.645,185.2,54.575,116445.0
2006-02-28,2.6425,182.6,54.325,115942.5
2006-03-01,2.615,181.7,54.75,117805.0
2006-03-02,2.65,184.7,54.975,117700.0
2006-03-03,2.655,184.6,55.0,117715.0
2006-03-06,2.595,182.4,55.0,118835.0
2006-03-07,2.5775,180.9,55.05,119407.5
2006-03-08,2.5675,180.5,55.0,119437.5
2006-03-09,2.6075,180.9,54.5,117197.5
2006-03-10,2.63,181.0,54.4,116530.0
2006-03-13,2.58,181.2,54.625,117980.0
2006-03-14,2.61,183.2,53.1,112450.0
2006-03-15,2.5925,182.1,53.525,114182.5
2006-03-16,2.5575,180.4,53.775,115677.5
2006-03-17,2.5325,181.6,54.525,118332.5
2006-03-20,2.505,181.4,53.65,115965.0
2006-03-21,2.5375,182.2,53.125,113717.5
2006-03-22,2.5375,183.1,52.825,112667.5
2006-03-23,2.5125,181.6,53.45,115192.5
2006-03-24,2.515,182.0,53.5,115275.0
2006-03-27,2.545,185.1,52.925,112675.0
2006-03-28,2.545,184.4,52.85,112505.0
2006-03-29,2.5675,184.2,52.625,111467.5
2006-03-30,2.6,185.5,52.625,110850.0
2006-03-31,2.68,180.8,52.125,108520.0
2006-04-03,2.6825,179.4,52.5,109822.5
2006-04-04,2.665,178.1,51.575,107255.0
2006-04-05,2.68,179.4,51.775,107540.0
2006-04-06,2.7275,179.0,51.975,107507.5
2006-04-07,2.745,177.6,52.075,107705.0
2006-04-10,2.7275,175.5,51.675,106897.5
2006-04-11,2.7375,178.0,52.725,109857.5
2006-04-12,2.6925,177.9,53.625,113422.5
2006-04-13,2.685,179.3,54.25,115395.0
2006-04-17,2.6925,182.8,54.475,115652.5
2006-04-18,2.7225,183.1,54.525,115332.5
2006-04-19,2.72,180.4,55.025,117240.0
2006-04-20,2.695,177.9,55.025,117865.0
2006-04-21,2.7075,176.6,55.125,118127.5
2006-04-24,2.67,178.4,55.25,118910.0
2006-04-25,2.6575,178.7,55.0,118267.5
2006-04-26,2.6625,178.1,55.15,118732.5
2006-04-27,2.66,176.6,55.325,119480.0
2006-04-28,2.7175,178.8,55.9,120237.5
2006-05-01,2.715,183.3,55.95,119985.0
2006-05-02,2.67,182.3,55.425,119080.0
2006-05-03,2.66,181.5,55.475,119470.0
2006-05-04,2.625,182.2,54.825,117845.0
2006-05-05,2.64,183.4,54.975,117980.0
2006-05-08,2.6125,182.3,55.3,119542.5
2006-05-09,2.63,184.3,55.825,120760.0
2006-05-10,2.6525,183.8,55.75,120232.5
2006-05-11,2.7125,183.3,55.775,119462.5
2006-05-12,2.8175,183.3,55.8,117967.5
2006-05-15,2.8375,183.6,55.15,115557.5
2006-05-16,2.83,182.7,55.45,116720.0
2006-05-17,2.8675,182.9,56.05,118057.5
2006-05-18,2.8525,181.7,56.725,120562.5
2006-05-19,2.7725,179.7,56.55,121402.5
2006-05-22,2.7875,178.6,55.775,118807.5
2006-05-23,2.775,177.9,54.225,114105.0
2006-05-24,2.7425,178.1,54.6,115772.5
2006-05-25,2.78,178.4,54.55,115020.0
2006-05-26,2.79,178.5,54.375,114300.0
2006-05-30,2.7975,176.6,55.1,116697.5
2006-05-31,2.77,177.2,54.8,116090.0
2006-06-01,2.8075,180.2,56.3,120027.5
2006-06-02,2.85,188.8,56.375,118770.0
2006-06-05,2.7875,187.8,57.225,122527.5
2006-06-06,2.735,185.0,56.575,121515.0
2006-06-07,2.7675,186.4,56.85,121767.5
2006-06-08,2.71,184.7,56.3,121040.0
2006-06-09,2.6775,182.3,56.075,121047.5
2006-06-12,2.735,186.4,56.2,120175.0
2006-06-13,2.6875,186.6,57.3,124387.5
2006-06-14,2.6225,184.3,56.575,123272.5
2006-06-15,2.585,184.6,57.475,126685.0
2006-06-16,2.6125,186.6,58.375,128952.5
2006-06-19,2.5575,183.1,59.225,132847.5
2006-06-20,2.56,182.7,58.425,130290.0
2006-06-21,2.59,182.7,57.65,127360.0
2006-06-22,2.57,181.4,58.225,129630.0
2006-06-23,2.5525,180.4,57.6,127992.5
2006-06-26,2.49,175.9,57.9,130340.0
2006-06-27,2.5125,177.4,58.125,130572.5
2006-06-28,2.52,177.6,57.45,128280.0
2006-06-29,2.545,177.3,57.65,128575.0
2006-06-30,2.6025,182.0,58.675,130522.5
2006-07-03,2.685,182.7,58.875,129855.0
2006-07-05,2.645,178.7,59.0,131255.0
2006-07-06,2.7025,181.5,59.025,130192.5
2006-07-07,2.6575,178.4,57.8,127257.5
2006-07-10,2.725,178.9,57.725,125955.0
2006-07-11,2.7925,179.9,58.425,127082.5
2006-07-12,2.84,179.9,57.75,124210.0
2006-07-13,2.76,176.4,58.725,128880.0
2006-07-14,2.7675,176.6,58.45,127867.5
2006-07-17,2.68,172.8,58.6,130040.0
2006-07-18,2.625,174.0,57.725,127945.0
2006-07-19,2.6175,172.7,57.4,127147.5
2006-07-20,2.5925,171.4,57.375,127572.5
2006-07-21,2.535,170.4,57.8,129895.0
2006-07-24,2.5525,172.1,57.95,129942.5
2006-07-25,2.56,173.8,57.125,127020.0
2006-07-26,2.5275,173.1,57.6,129097.5
2006-07-27,2.5425,170.7,58.625,132392.5
2006-07-28,2.535,169.4,59.475,135355.0
2006-07-31,2.56,169.0,59.875,136300.0
2006-08-01,2.5775,167.1,59.625,135427.5
2006-08-02,2.6425,168.6,59.7,134542.5
2006-08-03,2.62,168.1,59.35,133810.0
2006-08-04,2.6225,169.2,59.8,135102.5
2006-08-07,2.57,164.6,60.925,139950.0
2006-08-08,2.53,163.1,60.95,140780.0
2006-08-09,2.5675,163.4,60.475,138667.5
2006-08-10,2.5575,162.7,61.825,143207.5
2006-08-11,2.4175,163.2,61.8,145177.5
2006-08-14,2.3825,164.8,61.85,145702.5
2006-08-15,2.385,164.1,61.225,143735.0
2006-08-16,2.38,162.7,62.175,146990.0
2006-08-17,2.355,163.7,62.625,148705.0
2006-08-18,2.3575,162.1,63.25,150827.5
2006-08-21,2.375,161.8,63.975,152915.0
2006-08-22,2.36,161.1,63.425,151450.0
2006-08-23,2.4,162.6,62.75,148540.0
2006-08-24,2.4425,164.8,62.6,147202.5
2006-08-25,2.4175,162.0,62.025,146017.5
2006-08-28,2.41,161.7,62.75,148480.0
2006-08-29,2.3875,161.7,62.7,148657.5
2006-08-30,2.4475,161.6,63.9,151607.5
2006-08-31,2.48,161.4,63.7,150500.0
2006-09-01,2.4575,161.4,64.35,152917.49999999997
2006-09-05,2.4425,164.6,65.45,156342.5
2006-09-06,2.4075,161.6,65.15,156207.50000000003
2006-09-07,2.4575,163.2,64.675,153777.5
2006-09-08,2.46,160.8,64.775,154300.00000000003
2006-09-11,2.435,160.8,64.9,155075.00000000003
2006-09-12,2.3775,158.9,65.225,157167.49999999997
2006-09-13,2.3775,158.9,63.525,151727.5
2006-09-14,2.3725,159.8,63.05,150192.5
2006-09-15,2.4175,162.6,63.45,150517.5
2006-09-18,2.4775,165.1,61.675,143687.5
2006-09-19,2.465,162.6,62.125,145565.0
2006-09-20,2.49,165.8,61.275,142150.0
2006-09-21,2.5725,168.1,61.15,140282.5
2006-09-22,2.5525,165.3,60.3,138142.5
2006-09-25,2.5475,163.0,59.675,136447.5
2006-09-26,2.59,163.5,59.975,136720.0
2006-09-27,2.5375,161.5,59.625,136587.5
2006-09-28,2.6425,163.2,60.05,136202.5
2006-09-29,2.625,163.5,60.85,138995.0
2006-10-02,2.6775,163.5,60.45,136927.5
2006-10-03,2.64,162.7,60.75,138530.0
2006-10-04,2.7425,167.1,60.625,136152.5
2006-10-05,2.7175,169.6,61.35,138597.5
2006-10-06,2.71,167.8,59.625,133370.0
2006-10-09,2.895,170.1,59.175,128925.0
2006-10-10,2.755,166.8,59.25,131595.0
2006-10-11,2.84,167.2,59.825,132120.0
2006-10-12,2.9825,173.3,61.0,133132.5
2006-10-13,3.145,179.7,61.05,130215.0
2006-10-16,3.1675,178.5,60.8,129197.5
2006-10-17,3.21,180.5,59.725,124920.0
2006-10-18,3.155,179.6,59.25,124315.0
2006-10-19,3.16,178.7,58.675,122490.0
2006-10-20,3.1275,180.4,59.35,124967.5
2006-10-23,3.1825,182.9,60.025,126052.5
2006-10-24,3.2425,185.6,59.85,124322.5
2006-10-25,3.27,185.2,61.475,129150.0
2006-10-26,3.27,186.1,64.475,138659.99999999997
2006-10-27,3.325,187.7,64.6,138074.99999999997
2006-10-30,3.295,191.6,65.25,140215.0
2006-10-31,3.2075,189.6,64.95,140767.5
2006-11-01,3.335,193.1,64.4,136745.00000000003
2006-11-02,3.4475,195.3,64.6,135477.49999999997
2006-11-03,3.4225,195.5,64.175,134472.5
2006-11-06,3.435,196.5,64.525,135305.00000000003
2006-11-07,3.51,197.4,64.625,134410.0
2006-11-08,3.5775,201.0,65.3,135197.5
2006-11-09,3.5,198.3,64.7,134710.0
2006-11-10,3.4325,195.5,62.975,130482.5
2006-11-13,3.425,191.8,61.225,125365.0
2006-11-14,3.5775,194.4,61.675,124257.5
2006-11-15,3.5825,192.5,60.95,122052.5
2006-11-16,3.515,190.0,62.05,126835.0
2006-11-17,3.5525,190.4,61.25,123672.5
2006-11-20,3.6,191.9,62.05,125370.0
2006-11-21,3.6125,192.0,62.35,126132.5
2006-11-22,3.6275,192.1,62.2,125417.5
2006-11-24,3.6925,194.8,62.975,126652.5
2006-11-27,3.715,195.9,62.45,124525.0
2006-11-28,3.6875,195.8,61.175,120867.5
2006-11-29,3.7025,193.6,61.25,121102.5
2006-11-30,3.77,193.4,61.675,121470.0
2006-12-01,3.6025,205.3,61.125,121032.5
2006-12-04,3.5475,201.4,60.75,121047.5
2006-12-05,3.575,201.7,61.85,124125.0
2006-12-06,3.4925,200.2,61.525,124472.5
2006-12-07,3.54,203.4,62.425,126320.0
2006-12-08,3.5025,203.3,62.325,126572.5
2006-12-11,3.5125,205.2,61.775,124472.5
2006-12-12,3.5475,205.5,61.45,122877.5
2006-12-13,3.505,205.2,61.325,123145.0
2006-12-15,3.61,203.9,62.875,126660.0
2006-12-18,3.6175,200.8,62.8,126617.5
2006-12-19,3.655,201.2,63.2,127295.0
2006-12-20,3.65,200.4,63.15,127290.0
2006-12-21,3.68,200.6,63.2,126980.0
2006-12-22,3.71,203.6,63.325,126630.0
2006-12-26,3.715,205.3,62.775,124625.0
2006-12-27,3.7125,205.6,63.25,126152.5
2006-12-28,3.7375,206.5,63.4,126167.5
2006-12-29,3.7475,208.7,63.325,125557.5
2007-01-03,3.62,206.4,61.75,122660.0
2007-01-04,3.59,205.8,62.3,124930.0
2007-01-05,3.6525,208.5,62.1,123082.5
2007-01-08,3.6475,207.5,62.1,123257.5
2007-01-09,3.58,204.9,61.4,122290.0
2007-01-10,3.6,205.5,61.75,123050.0
2007-01-11,3.745,208.0,61.8,120785.0
2007-01-12,3.945,224.4,63.0,119985.0
2007-01-16,3.8775,223.6,63.425,122437.5
2007-01-17,3.89,229.2,63.5,121930.0
2007-01-18,3.915,227.5,63.725,122445.0
2007-01-19,3.9075,225.3,63.975,123577.5
2007-01-22,3.965,224.9,63.5,121235.0
2007-01-23,4.0275,226.4,64.1,122067.49999999997
2007-01-24,3.9775,224.6,63.85,122197.5
2007-01-25,3.9925,225.6,64.0,122352.5
2007-01-26,3.985,223.7,64.175,123215.0
2007-01-29,3.945,224.0,63.95,123065.0
2007-01-30,3.9775,225.9,63.65,121427.5
2007-01-31,3.9475,225.1,64.45,124517.5
2007-02-01,3.925,225.0,64.6,125344.99999999997
2007-02-02,3.9725,228.3,65.875,128382.5
2007-02-06,3.915,229.7,65.8,128865.0
2007-02-07,3.91,230.0,65.6,128269.99999999997
2007-02-08,3.965,231.6,65.0,125365.0
2007-02-09,3.9925,234.5,65.75,127062.5
2007-02-12,3.985,234.9,66.05,128095.0
2007-02-13,4.03,238.5,66.525,128580.00000000003
2007-02-14,4.0125,237.2,67.75,132892.5
2007-02-15,4.045,240.4,67.575,131525.0
2007-02-16,4.1325,242.2,67.775,130672.50000000003
2007-02-20,4.1325,246.5,66.8,127122.5
2007-02-21,4.23,248.0,67.55,127909.99999999999
2007-02-22,4.2775,250.4,68.35,129517.49999999997
2007-02-23,4.2075,246.7,68.275,130697.50000000004
2007-02-26,4.18,245.7,68.7,132570.0
2007-02-27,4.095,242.2,68.3,132915.0
2007-02-28,4.2,243.6,68.325,131280.0
2007-03-01,4.1325,237.3,67.2,129322.5
2007-03-02,4.0675,233.9,67.5,131597.5
2007-03-05,4.0875,233.8,66.8,129067.5
2007-03-06,4.065,231.8,66.9,129925.00000000001
2007-03-07,4.0925,234.6,68.075,132992.5
2007-03-08,4.1075,233.0,69.4,137167.50000000003
2007-03-09,4.0775,233.1,69.175,136887.5
2007-03-12,4.0275,235.0,68.5,135287.5
2007-03-13,4.0075,232.6,69.175,137987.5
2007-03-14,4.0175,231.2,67.775,133497.50000000003
2007-03-15,3.975,230.3,67.75,134145.0
2007-03-16,4.03,231.0,66.75,130050.0
2007-03-19,4.06,233.6,67.0,130140.00000000001
2007-03-20,4.0925,235.1,66.95,129342.5
2007-03-21,4.095,236.1,66.35,127284.99999999997
2007-03-22,4.095,237.2,66.925,129015.0
2007-03-23,4.0975,233.1,66.525,128107.50000000003
2007-03-26,4.0125,229.6,66.3,129012.5
2007-03-27,4.015,228.9,65.95,127925.0
2007-03-28,4.0075,232.6,65.975,127747.49999999997
2007-03-29,4.035,232.1,65.9,127145.00000000003
2007-03-30,3.835,227.7,65.0,127705.0
2007-04-02,3.695,233.3,65.0,129245.0
2007-04-03,3.675,229.2,65.65,132035.00000000003
2007-04-04,3.805,227.9,66.0,131335.0
2007-04-05,3.8675,227.9,66.4,131677.50000000003
2007-04-09,3.865,224.6,67.025,134045.00000000003
2007-04-10,3.945,220.4,66.75,132385.0
2007-04-11,3.8775,221.2,66.525,132597.50000000003
2007-04-12,3.8725,217.2,66.225,132112.49999999997
2007-04-13,3.95,214.8,66.55,132230.0
2007-04-16,3.9025,215.7,67.1,134612.49999999997
2007-04-17,3.795,214.1,67.05,136225.0
2007-04-18,3.815,213.5,66.775,135105.00000000003
2007-04-19,3.8,213.1,67.1,136409.99999999997
2007-04-20,3.7475,212.1,67.275,137857.50000000003
2007-04-23,3.685,211.0,66.95,137865.0
2007-04-24,3.725,206.1,66.1,135034.99999999997
2007-04-25,3.795,208.4,66.425,134795.0
2007-04-26,3.74,209.9,65.5,132510.0
2007-04-27,3.675,208.0,65.35,133194.99999999997
2007-04-30,3.645,208.2,65.725,134824.99999999997
2007-05-01,3.785,213.1,64.975,129834.99999999997
2007-05-02,3.8025,211.5,64.65,128692.50000000003
2007-05-03,3.8725,210.6,63.925,125412.5
2007-05-04,3.905,212.2,64.175,125565.0
2007-05-07,3.8325,211.3,64.2,126822.5
2007-05-08,3.665,209.5,64.05,129035.0
2007-05-09,3.66,211.8,64.55,130480.0
2007-05-10,3.565,208.3,64.55,132255.0
2007-05-11,3.745,211.7,65.025,130735.00000000003
2007-05-14,3.71,215.6,64.6,129509.99999999997
2007-05-15,3.785,217.5,64.25,127075.0
2007-05-16,3.775,222.6,64.85,128634.99999999997
2007-05-17,3.705,222.4,64.95,130025.0
2007-05-18,3.665,221.3,64.425,129055.0
2007-05-21,3.8025,224.4,63.675,124282.5
2007-05-22,3.6925,223.7,62.875,123442.5
2007-05-23,3.705,227.3,63.375,124495.0
2007-05-24,3.7275,224.8,63.925,126167.5
2007-05-25,3.75,227.1,63.325,123680.0
2007-05-29,3.675,222.1,63.625,126265.0
2007-05-30,3.8125,224.6,63.9,124832.5
2007-05-31,3.8475,224.5,64.825,127277.5
2007-06-01,3.83,228.8,65.525,129350.00000000003
2007-06-04,3.83,227.9,65.6,129679.99999999997
2007-06-05,3.8275,230.7,65.85,130237.49999999997
2007-06-06,3.8125,230.6,65.3,128712.5
2007-06-07,3.935,232.9,65.5,127285.0
2007-06-08,3.9225,232.0,65.65,128042.50000000003
2007-06-11,4.06,236.2,65.45,124920.00000000001
2007-06-12,4.055,236.2,65.85,126274.99999999997
2007-06-13,4.15,238.0,65.975,125069.99999999997
2007-06-14,4.175,238.3,66.75,127145.0
2007-06-15,4.2425,243.2,66.375,124442.5
2007-06-18,4.235,246.6,66.1,123334.99999999997
2007-06-19,4.035,239.3,65.2,124185.0
2007-06-20,4.0625,242.9,64.3,120532.5
2007-06-21,3.99,235.5,63.775,120680.0
2007-06-22,3.815,226.7,63.05,121865.0
2007-06-25,3.74,230.4,63.35,123580.0
2007-06-26,3.75,230.8,62.3,120030.0
2007-06-27,3.62,228.9,61.925,120970.0
2007-06-28,3.5825,228.0,61.925,121622.5
2007-06-29,3.5075,240.5,61.425,119897.5
2007-07-02,3.5,247.2,61.8,120540.0
2007-07-03,3.38,243.5,62.45,124790.0
2007-07-05,3.425,242.9,62.925,125695.0
2007-07-06,3.52,243.6,62.55,123000.0
2007-07-09,3.5025,246.0,62.85,123982.5
2007-07-10,3.57,253.6,63.8,125250.0
2007-07-11,3.555,255.8,64.15,126375.00000000003
2007-07-12,3.6525,263.2,67.0,133292.5
2007-07-13,3.685,265.5,67.65,134655.00000000003
2007-07-16,3.485,245.5,66.4,135655.00000000003
2007-07-17,3.3675,230.8,68.475,145527.49999999997
2007-07-18,3.425,235.2,70.15,149585.00000000003
2007-07-19,3.3625,237.2,69.75,149042.5
2007-07-20,3.335,234.7,69.475,148824.99999999997
2007-07-23,3.255,223.8,70.0,152795.0
2007-07-24,3.2675,224.7,69.05,149477.5
2007-07-25,3.2725,224.0,69.3,150272.5
2007-07-26,3.33,226.4,68.65,147090.00000000003
2007-07-27,3.365,222.8,69.85,150764.99999999997
2007-07-30,3.4,222.3,71.15,154450.00000000003
2007-07-31,3.4225,224.9,72.9,159452.50000000003
2007-08-01,3.36,223.9,72.3,158570.0
2007-08-02,3.4125,226.4,72.65,158652.50000000003
2007-08-03,3.43,229.3,74.575,164260.0
2007-08-06,3.43,227.9,72.925,159120.0
2007-08-07,3.52,233.6,70.3,148800.0
2007-08-08,3.58,237.8,70.725,148839.99999999997
2007-08-09,3.4875,241.1,69.975,147497.49999999997
2007-08-10,3.505,241.2,69.45,145545.0
2007-08-13,3.49,244.1,70.525,148920.00000000003
2007-08-14,3.45,239.9,68.675,144020.0
2007-08-15,3.4525,235.1,67.675,141262.5
2007-08-16,3.39,225.5,66.3,138760.0
2007-08-17,3.4575,225.7,66.65,138847.50000000003
2007-08-20,3.4875,226.9,66.375,137397.5
2007-08-21,3.55,229.1,67.5,139840.0
2007-08-22,3.6425,236.6,67.3,137062.5
2007-08-23,3.62,239.6,67.525,137820.00000000003
2007-08-24,3.5875,240.7,69.6,144837.49999999997
2007-08-27,3.53,242.7,67.325,138220.0
2007-08-28,3.4475,242.0,68.025,141767.50000000003
2007-08-29,3.4025,242.5,68.75,144712.5
2007-08-30,3.3975,246.6,68.975,145097.49999999997
2007-08-31,3.4,245.7,68.825,144670.0
2007-09-04,3.5325,254.6,69.4,143632.50000000003
2007-09-05,3.4575,252.6,67.95,140317.5
2007-09-06,3.3925,249.2,67.925,141552.5
2007-09-07,3.475,254.4,67.95,139875.0
2007-09-10,3.46,257.4,68.325,141000.0
2007-09-11,3.4125,257.2,68.1,141012.49999999997
2007-09-12,3.565,261.1,68.0,138015.0
2007-09-13,3.4675,261.1,68.85,142197.49999999997
2007-09-14,3.49,265.4,68.625,140710.0
2007-09-17,3.5225,269.7,67.15,135072.50000000003
2007-09-18,3.5225,272.7,66.0,131092.5
2007-09-19,3.5825,272.2,65.2,127682.5
2007-09-20,3.6925,281.2,64.775,123772.50000000003
2007-09-21,3.765,278.3,63.8,119855.0
2007-09-24,3.735,277.1,63.325,118905.0
2007-09-25,3.7175,277.6,62.3,115837.5
2007-09-26,3.75,284.8,62.4,114950.0
2007-09-27,3.8675,288.8,62.525,113187.5
2007-09-28,3.73,282.0,62.25,115050.0
2007-10-01,3.6875,284.8,59.55,106767.5
2007-10-02,3.4875,268.7,59.375,110817.5
2007-10-03,3.445,271.8,60.6,115065.0
2007-10-04,3.4225,270.8,60.075,113822.5
2007-10-05,3.4225,265.4,60.3,115082.5
2007-10-08,3.3975,260.5,59.475,113307.5
2007-10-09,3.425,269.1,59.725,112835.0
2007-10-10,3.4725,274.9,59.775,111702.5
2007-10-11,3.4375,278.1,60.525,114307.5
2007-10-12,3.51,278.9,58.275,105940.0
2007-10-15,3.62,281.2,58.325,104220.0
2007-10-16,3.605,275.9,57.725,103055.0
2007-10-17,3.58,274.9,57.0,101210.0
2007-10-18,3.6725,278.1,57.375,100702.5
2007-10-19,3.7025,276.3,56.925,98992.5
2007-10-22,3.645,275.7,56.9,99835.0
2007-10-23,3.61,276.6,56.275,98270.0
2007-10-24,3.565,274.0,55.35,96245.0
2007-10-25,3.6625,279.5,54.6,91832.5
2007-10-26,3.72,277.8,54.525,90900.0
2007-10-29,3.76,280.0,54.475,89920.0
2007-10-30,3.7025,274.7,53.9,89472.5
2007-10-31,3.755,279.6,53.875,88115.0
2007-11-01,3.6875,272.1,52.25,84677.5
2007-11-02,3.77,274.0,52.425,83810.0
2007-11-05,3.7525,276.9,52.025,82502.5
2007-11-06,3.8575,284.6,51.125,77277.5
2007-11-07,3.8425,281.9,51.475,78892.5
2007-11-08,3.895,278.4,51.475,78455.0
2007-11-09,3.8675,281.8,53.9,86287.5
2007-11-12,3.79,280.1,52.55,83300.0
2007-11-13,3.7475,285.0,54.05,88247.5
2007-11-14,3.83,292.4,52.95,82750.0
2007-11-15,3.7475,293.5,52.8,83397.5
2007-11-16,3.795,292.3,52.525,81925.0
2007-11-19,3.775,287.7,52.0,81005.0
2007-11-20,3.8125,290.0,54.825,89252.5
2007-11-21,3.82,287.4,55.75,92360.0
2007-11-23,3.89,292.0,55.6,90370.0
2007-11-26,3.8575,292.9,55.6,90767.5
2007-11-27,3.835,290.1,54.55,88025.0
2007-11-28,3.8725,292.2,54.875,88292.5
2007-11-29,3.835,292.1,54.775,88545.0
2007-11-30,3.845,288.3,54.9,89175.0
2007-12-03,4.315,263.7,54.7,83944.99999999999
2007-12-04,4.375,269.0,54.3,81235.0
2007-12-05,4.3575,273.7,55.375,84467.5
2007-12-06,4.365,271.0,55.15,83905.0
2007-12-07,4.405,278.2,55.475,83625.0
2007-12-10,4.3975,280.2,55.825,84657.5
2007-12-11,4.4225,280.0,55.2,82302.5
2007-12-12,4.4925,281.2,55.175,81052.5
2007-12-13,4.5075,278.0,55.175,81147.5
2007-12-17,4.505,279.0,66.725,118044.99999999997
2007-12-18,4.4825,278.8,67.175,119842.5
2007-12-19,4.52,284.0,67.4,119480.00000000004
2007-12-20,4.545,285.7,67.325,118695.0
2007-12-21,4.625,290.5,67.45,117415.0
2007-12-24,4.625,291.5,67.25,116675.0
2007-12-26,4.7,297.0,67.625,116200.0
2007-12-27,4.745,296.0,67.625,115625.0
2007-12-28,4.73,292.5,67.25,114999.99999999999
2007-12-31,4.735,289.0,67.8,117035.0
2008-01-02,4.8025,297.2,67.5,114242.5
2008-01-03,4.8575,303.5,67.475,112707.49999999997
2008-01-04,4.8675,303.5,67.275,111917.50000000003
2008-01-07,4.8575,307.5,67.05,110947.5
2008-01-08,4.96,312.5,67.95,111790.0
2008-01-09,4.95,314.1,69.975,118259.99999999997
2008-01-10,4.9325,318.2,70.0,118192.5
2008-01-11,5.1325,338.0,71.275,117292.50000000003
2008-01-14,5.305,339.5,72.775,119355.00000000003
2008-01-15,5.29,345.7,72.45,117920.0
2008-01-16,5.2125,345.0,71.7,116752.5
2008-01-17,5.21,341.5,73.35,122419.99999999997
2008-01-18,5.15,336.0,73.825,125390.0
2008-01-22,5.04,328.0,72.975,125119.99999999997
2008-01-23,4.84,313.5,72.2,127090.0
2008-01-24,5.025,322.7,72.95,125795.0
2008-01-25,5.0975,329.5,73.5,125787.5
2008-01-28,5.105,323.5,74.4,129155.00000000001
2008-01-29,5.1075,320.5,76.45,135977.5
2008-01-30,5.1,320.5,76.75,137050.0
2008-01-31,5.1575,324.5,76.9,136267.50000000003
2008-02-01,5.19,328.7,77.55,137440.0
2008-02-04,5.3275,337.0,78.45,137427.5
2008-02-05,5.325,337.7,77.725,135074.99999999997
2008-02-06,5.2575,335.0,77.5,135637.5
2008-02-07,5.225,338.5,76.4,132255.00000000003
2008-02-08,5.3,335.3,76.225,130889.99999999997
2008-02-11,5.2525,334.0,74.4,125892.50000000001
2008-02-12,5.2025,327.8,72.075,119822.5
2008-02-13,5.1925,325.8,71.175,117292.5
2008-02-14,5.3225,332.7,73.25,121292.5
2008-02-15,5.38,335.2,73.5,120980.0
2008-02-19,5.45,345.5,73.825,119940.0
2008-02-20,5.48,344.8,74.125,120519.99999999999
2008-02-21,5.53,346.2,73.825,118670.0
2008-02-22,5.5025,348.2,73.25,117042.49999999999
2008-02-25,5.5725,352.2,71.7,110632.5
2008-02-26,5.565,353.7,72.85,114274.99999999996
2008-02-27,5.535,343.8,73.025,116275.00000000003
2008-02-28,5.655,342.0,74.175,118335.0
2008-02-29,5.6475,338.0,75.2,122127.5
2008-03-03,5.7625,339.2,76.125,123242.5
2008-03-04,5.6725,330.8,74.5,120232.5
2008-03-05,5.7725,331.5,76.0,123462.5
