Date,corn,soybean_meal,hog,crush
2011-12-01,5.5425,300.2,87.575,167082.5
2011-12-02,5.5325,299.9,86.25,163022.5
2011-12-05,5.5375,295.7,85.3,160327.5
2011-12-06,5.56,297.0,86.15,162580.0
2011-12-07,5.51,298.2,86.0,162730.0
2011-12-08,5.61,296.9,84.825,157600.0
2011-12-09,5.5175,293.6,85.4,161157.5
2011-12-12,5.48,294.9,86.225,164230.0
2011-12-13,5.5475,297.2,85.8,161627.5
2011-12-14,5.405,294.6,85.7,163705.0
2011-12-15,5.4325,292.9,78.125,139222.5
2011-12-16,5.48,301.4,76.85,133579.99999999994
2011-12-19,5.59,305.0,77.9,134930.00000000003
2011-12-20,5.635,308.3,78.3,135205.0
2011-12-21,5.7075,311.1,78.1,133197.5
2011-12-22,5.665,309.3,78.5,135295.0
2011-12-23,5.69,307.4,80.3,140870.0
2011-12-27,5.7725,313.2,80.0,138092.5
2011-12-28,5.835,315.0,80.15,137455.00000000003
2011-12-29,5.82,314.1,79.5,135690.0
2011-12-30,5.8625,314.9,79.65,135452.50000000003
2012-01-03,5.9,317.6,80.65,137820.00000000003
2012-01-04,5.8975,318.5,80.7,137927.5
2012-01-05,5.795,312.2,79.45,136095.0
2012-01-06,5.7525,311.8,80.7,140772.5
2012-01-09,5.835,320.3,81.65,141725.00000000003
2012-01-10,5.865,319.7,81.9,142135.00000000003
2012-01-11,5.825,316.3,81.65,142275.00000000003
2012-01-12,5.61,310.6,81.225,144709.99999999997
2012-01-13,5.5525,306.1,81.6,147222.49999999997
2012-01-17,5.575,312.0,81.55,146135.0
2012-01-18,5.4875,311.5,82.05,149097.5
2012-01-19,5.57,312.5,82.1,147920.0
2012-01-20,5.5175,308.7,82.1,149087.5
2012-01-23,5.5625,315.1,82.3,148412.5
2012-01-24,5.625,317.7,82.45,147695.0
2012-01-25,5.63,318.9,82.575,147900.0
2012-01-26,5.66,321.0,82.55,147160.0
2012-01-27,5.71,320.6,83.0,147890.0
2012-01-30,5.6475,312.1,83.0,149677.5
2012-01-31,5.695,317.0,83.65,150555.0
2012-02-01,5.7675,319.4,84.2,150987.5
2012-02-02,5.79,322.4,84.475,151230.0
2012-02-03,5.815,326.8,84.8,151455.0
2012-02-06,5.8125,326.1,84.75,151402.5
2012-02-07,5.7525,325.7,84.925,152902.5
2012-02-08,5.735,323.1,84.925,153425.0
2012-02-09,5.68,324.5,84.9,154030.0
2012-02-10,5.5975,323.3,84.725,154827.5
2012-02-13,5.67,331.6,84.7,152830.0
2012-02-14,5.6425,329.3,85.8,156992.5
2012-02-15,5.5975,331.4,85.425,156257.5
2012-02-16,5.68,329.0,85.85,156620.0
2012-02-17,5.6825,330.2,85.95,156782.5
2012-02-21,5.6375,327.3,85.8,157267.5
2012-02-22,5.645,329.2,85.775,156885.0
2012-02-23,5.5875,330.2,84.75,154367.5
2012-02-24,5.58,330.7,84.7,154270.0
2012-02-27,5.57,336.5,84.05,151760.0
2012-02-28,5.635,340.3,83.9,149925.0
2012-02-29,5.685,341.6,84.95,152405.0
2012-03-01,5.6675,345.0,85.575,154327.5
2012-03-02,5.7,346.2,85.775,154360.0
2012-03-05,5.7125,344.7,85.35,152962.5
2012-03-06,5.635,349.1,84.025,149445.0
2012-03-07,5.58,348.9,83.825,149650.0
2012-03-08,5.5725,349.5,84.0,150262.5
2012-03-09,5.625,348.9,83.925,149295.0
2012-03-12,5.685,346.9,83.225,146355.0
2012-03-13,5.675,351.1,83.55,147125.0
2012-03-14,5.64,351.7,83.275,146710.0
2012-03-15,5.7225,354.7,83.3,145252.5
2012-03-16,5.7425,356.1,82.85,143372.5
2012-03-19,5.7025,353.6,83.025,144782.5
2012-03-20,5.6025,349.5,82.325,144452.5
2012-03-21,5.56,353.6,81.8,143000.0
2012-03-22,5.5575,352.7,81.775,143047.50000000003
2012-03-23,5.575,354.4,81.575,141975.0
2012-03-26,5.5325,356.0,81.9,143492.50000000003
2012-03-27,5.5025,356.8,82.075,144422.5
2012-03-28,5.3625,356.7,80.95,142932.5
2012-03-29,5.2425,351.4,79.45,140462.5
2012-03-30,5.4025,369.3,79.875,137632.5
2012-04-02,5.45,376.0,81.55,141610.0
2012-04-03,5.455,371.6,80.95,140055.0
2012-04-04,5.4425,370.9,81.3,141432.5
2012-04-05,5.5025,371.9,82.25,143472.5
2012-04-09,5.5025,369.8,83.325,147122.5
2012-04-10,5.435,366.2,83.5,149055.0
2012-04-11,5.4675,361.8,82.8,146767.5
2012-04-12,5.4675,367.1,83.45,148317.5
2012-04-13,5.37,364.7,81.225,142899.99999999997
2012-04-16,5.2625,361.8,80.2,141522.5
2012-04-17,5.2975,364.7,80.225,140787.49999999997
2012-04-18,5.2875,360.4,78.55,136007.5
2012-04-19,5.4175,361.2,79.375,136617.5
2012-04-20,5.3675,368.0,78.8,134847.5
2012-04-23,5.455,359.7,79.375,136205.0
2012-04-24,5.415,365.7,78.7,134045.0
2012-04-25,5.38,371.7,79.25,135730.0
2012-04-26,5.35,369.3,78.925,135380.0
2012-04-27,5.3875,371.4,78.15,132127.50000000003
2012-04-30,5.4325,381.5,78.2,130602.5
2012-05-01,5.3875,387.5,78.4,131317.50000000003
2012-05-02,5.31,381.2,77.525,130310.00000000004
2012-05-03,5.295,381.1,78.35,133184.99999999997
2012-05-04,5.2425,382.8,78.1,133002.49999999997
2012-05-07,5.2475,375.8,78.225,134027.5
2012-05-08,5.28,372.3,77.0,129970.0
2012-05-09,5.1675,372.9,77.425,132957.5
2012-05-10,5.0725,383.3,76.65,130862.50000000003
2012-05-11,5.0525,374.3,76.575,131822.5
2012-05-14,5.055,364.1,76.45,132405.0
2012-05-15,5.145,368.2,77.825,135045.0
2012-05-16,5.2625,370.5,78.35,134732.49999999997
2012-05-17,5.2825,369.0,78.925,136422.5
2012-05-18,5.37,365.4,79.175,136270.0
2012-05-21,5.405,369.0,78.6,133544.99999999997
2012-05-22,5.22,359.5,77.725,134469.99999999997
2012-05-23,5.23,356.8,77.85,134989.99999999994
2012-05-24,5.15,362.1,78.0,136140.0
2012-05-25,5.215,363.8,77.875,134595.0
2012-05-29,5.175,365.6,78.825,138055.0
2012-05-30,5.205,369.9,78.925,137495.0
2012-05-31,5.22,358.7,80.025,141910.00000000003
2012-06-01,5.1,354.0,80.0,144100.0
2012-06-04,5.2375,362.8,80.35,142277.49999999997
2012-06-05,5.0775,366.7,80.65,145247.50000000003
2012-06-06,5.195,373.6,80.75,143115.0
2012-06-07,5.365,385.0,80.325,138065.0
2012-06-08,5.44,387.8,79.925,135380.0
2012-06-11,5.34,387.0,79.95,137040.0
2012-06-12,5.225,391.5,79.95,138315.0
2012-06-13,5.105,386.5,80.1,141094.99999999994
2012-06-14,5.16,385.0,79.75,139300.0
2012-06-15,5.06,385.7,77.85,134650.0
2012-06-18,5.34,400.1,78.425,130850.0
2012-06-19,5.635,409.6,78.9,126995.00000000003
2012-06-20,5.665,411.7,78.9,126335.00000000003
2012-06-21,5.5,407.8,79.1,129839.99999999997
2012-06-22,5.54,404.2,79.025,129360.00000000003
2012-06-25,5.94,419.1,77.475,116909.99999999996
2012-06-26,6.24,413.1,77.175,112050.0
2012-06-27,6.33,412.1,78.3,114400.0
2012-06-28,6.3225,410.8,78.9,116562.50000000003
2012-06-29,6.3475,413.1,80.3,120437.5
2012-07-02,6.5575,417.9,80.45,117287.5
2012-07-03,6.745,429.2,81.0,115105.0
2012-07-05,7.085,446.6,80.65,107145.00000000003
2012-07-06,6.93,441.6,80.3,108850.0
2012-07-09,7.3,452.1,82.0,107690.0
2012-07-10,7.175,448.5,80.725,105844.99999999997
2012-07-11,7.04,440.5,78.85,102669.99999999997
2012-07-12,7.3225,445.5,78.8,97772.5
2012-07-13,7.4025,453.4,77.0,90022.5
2012-07-16,7.725,463.8,76.875,83745.0
2012-07-17,7.7125,465.7,75.725,80062.49999999997
2012-07-18,7.8425,479.0,77.4,82142.50000000003
2012-07-19,7.785,487.3,76.825,80335.0
2012-07-20,7.9575,504.3,76.65,75487.50000000003
2012-07-23,7.855,484.3,76.05,77105.0
2012-07-24,7.7825,469.8,75.6,78202.49999999997
2012-07-25,7.88,483.2,77.85,82599.99999999997
2012-07-26,7.7625,463.8,79.075,90222.5
2012-07-27,7.9325,476.8,79.3,87092.5
2012-07-30,8.14,494.5,80.0,84450.0
2012-07-31,8.0525,494.9,78.025,79402.50000000003
2012-08-01,8.005,494.8,77.0,76844.99999999997
2012-08-02,7.9575,490.2,75.925,74577.5
2012-08-03,8.075,492.3,73.95,66285.0
2012-08-06,8.05,478.2,72.9,64710.00000000003
2012-08-07,8.005,471.8,73.25,67144.99999999997
2012-08-08,8.165,477.7,73.625,65355.00000000003
2012-08-09,8.2375,494.6,73.475,62097.49999999997
2012-08-10,8.0925,494.9,73.425,64082.5
2012-08-13,7.9225,478.4,74.95,73162.5
2012-08-14,7.89,479.4,74.825,73150.0
2012-08-15,8.04,493.8,73.275,64500.00000000006
2012-08-16,8.075,489.6,72.9,63195.00000000003
2012-08-17,8.0725,499.9,73.6,64442.49999999997
2012-08-20,8.2375,512.8,73.6,60677.49999999997
2012-08-21,8.3875,524.5,73.05,55497.5
2012-08-22,8.3475,519.7,70.825,49457.5
2012-08-23,8.1475,515.3,70.6,52177.49999999994
2012-08-24,8.085,522.8,70.575,52284.99999999997
2012-08-27,8.0075,518.7,71.05,55377.5
2012-08-28,7.955,521.8,70.75,54895.0
2012-08-29,8.135,530.0,71.025,52255.00000000003
2012-08-30,8.085,535.3,71.8,54954.99999999997
2012-08-31,7.9975,533.4,72.4,58377.50000000003
2012-09-04,8.05,533.4,72.45,57750.0
2012-09-05,7.9075,525.0,71.875,58887.5
2012-09-06,7.985,528.1,70.9,54295.00000000003
2012-09-07,7.995,526.9,70.5,52985.0
2012-09-10,7.8325,519.4,71.575,59612.5
2012-09-11,7.7775,515.9,71.425,60307.5
2012-09-12,7.695,532.1,72.35,62884.99999999997
2012-09-13,7.7375,530.6,72.375,62477.5
2012-09-14,7.82,525.4,73.9,66640.00000000003
2012-09-17,7.48,505.4,73.35,71979.99999999997
2012-09-18,7.4,492.0,74.2,77240.0
2012-09-19,7.565,500.3,74.725,75614.99999999997
2012-09-20,7.46,483.1,74.2,77230.0
2012-09-21,7.4825,486.0,74.975,79082.49999999997
2012-09-24,7.4475,484.2,75.35,80987.49999999997
2012-09-25,7.4375,488.1,74.65,78507.50000000003
2012-09-26,7.2475,476.9,74.375,81597.5
2012-09-27,7.1625,473.9,73.6,80692.49999999997
2012-09-28,7.5625,486.9,73.75,73872.5
2012-10-01,7.5675,474.5,75.125,79437.5
2012-10-02,7.5825,462.9,76.85,85892.49999999997
2012-10-03,7.5675,464.4,75.875,82847.5
2012-10-04,7.57,468.9,76.05,82920.0
2012-10-05,7.48,471.2,76.55,85640.0
2012-10-08,7.42,472.6,76.875,87440.0
2012-10-09,7.42,471.0,76.8,87360.0
2012-10-10,7.3675,462.6,78.1,93147.49999999997
2012-10-11,7.7325,472.2,77.5,84792.5
2012-10-12,7.5275,465.2,78.375,91367.5
2012-10-15,7.3725,456.1,78.55,95162.5
2012-10-16,7.3825,452.8,78.6,95502.49999999997
2012-10-17,7.455,454.7,79.175,96065.0
2012-10-18,7.6075,463.3,78.85,91877.49999999997
2012-10-19,7.615,463.8,79.625,94195.0
2012-10-22,7.6125,471.0,78.675,90472.5
2012-10-23,7.56,476.2,78.125,88980.0
2012-10-24,7.545,481.9,78.25,89035.0
2012-10-25,7.42,481.4,78.125,90560.0
2012-10-26,7.3775,483.4,78.9,93477.50000000003
2012-10-29,7.37,472.5,77.8,91160.0
2012-10-30,7.4175,476.0,78.1,91057.49999999997
2012-10-31,7.5575,482.2,78.275,88897.50000000003
2012-11-01,7.51,484.3,77.875,88120.0
2012-11-02,7.395,475.9,77.75,90285.0
2012-11-05,7.355,469.0,76.925,88935.0
2012-11-06,7.41,472.7,77.575,89820.0
2012-11-07,7.4425,469.5,80.1,97732.49999999997
2012-11-08,7.4125,462.9,80.2,99162.5
2012-11-09,7.3875,449.7,80.75,102617.5
2012-11-12,7.18,431.4,80.325,106200.0
2012-11-13,7.235,433.1,80.5,105765.0
2012-11-14,7.2575,436.0,80.1,103857.49999999997
2012-11-15,7.2125,430.5,80.075,105002.5
2012-11-16,7.27,424.6,80.325,105530.0
2012-11-19,7.3875,424.6,81.45,107367.5
2012-11-20,7.4325,429.6,81.65,106832.50000000003
2012-11-21,7.41,427.9,81.75,107660.0
2012-11-23,7.455,428.6,82.475,109235.0
2012-11-26,7.4725,431.7,82.475,108662.5
2012-11-27,7.6,439.3,82.375,105670.0
2012-11-28,7.6025,439.9,83.825,110212.5
2012-11-29,7.515,442.7,83.7,110845.0
2012-11-30,7.48,442.4,84.075,112600.0
2012-12-03,6.3975,371.0,83.925,135497.5
2012-12-04,6.4175,370.9,84.45,136887.5
2012-12-05,6.455,375.0,85.0,137675.0
2012-12-06,6.435,375.7,83.45,132945.0
2012-12-07,6.3775,373.2,82.3,130377.5
2012-12-10,6.3675,375.6,82.15,129807.5
2012-12-11,6.2775,373.0,82.1,131257.5
2012-12-12,6.2575,373.4,82.075,131437.5
2012-12-13,6.26,370.0,82.125,131900.0
2012-12-14,6.28,370.8,82.0,131120.0
2012-12-17,6.22,371.3,83.9,138050.0
2012-12-18,6.23,368.6,84.3,139450.0
2012-12-19,6.135,368.8,84.4,141175.0
2012-12-20,6.0375,365.4,83.7,140737.5
2012-12-21,6.0675,368.1,84.05,141137.5
2012-12-24,6.07,369.9,84.45,142200.0
2012-12-26,5.9925,369.7,84.1,142262.5
2012-12-27,5.96,369.6,84.05,142600.0
2012-12-28,5.9975,371.2,83.75,140917.5
2012-12-31,5.9975,366.6,82.0,135777.5
2013-01-02,5.9225,358.9,83.3,141832.5
2013-01-03,5.875,361.6,83.275,142195.0
2013-01-04,5.7175,358.4,83.15,144477.5
2013-01-07,5.745,361.6,83.1,143585.0
2013-01-08,5.7775,365.1,83.175,142987.5
2013-01-09,5.8175,365.2,81.95,138457.5
2013-01-10,5.84,363.0,82.425,139860.0
2013-01-11,5.77,359.2,82.6,141850.0
2013-01-14,5.84,364.6,82.975,141460.0
2013-01-15,5.8925,361.7,83.075,141282.5
2013-01-16,5.9225,366.2,82.85,139662.5
2013-01-17,5.865,360.2,82.95,141445.0
2013-01-18,5.905,359.5,82.925,140835.0
2013-01-22,5.9,365.0,83.225,141320.0
2013-01-23,5.9025,362.7,83.0,140792.5
2013-01-24,5.855,363.9,83.375,142585.0
2013-01-25,5.8425,362.8,83.3,142642.5
2013-01-28,5.9,365.9,83.25,141310.0
2013-01-29,5.87,366.6,83.75,143290.0
2013-01-30,5.93,372.8,83.6,141290.0
2013-01-31,5.91,367.9,83.725,142480.0
2013-02-01,5.92,370.2,83.775,142260.0
2013-02-04,5.9375,375.5,83.85,141707.5
2013-02-05,5.9,379.6,83.25,139940.0
2013-02-06,5.7875,375.6,82.0,138027.5
2013-02-07,5.665,371.8,81.9,139925.00000000003
2013-02-08,5.6325,354.7,82.1,142762.5
2013-02-11,5.5875,350.2,82.1,143887.5
2013-02-12,5.63,354.7,81.45,140720.0
2013-02-13,5.6425,351.3,81.65,141512.50000000003
2013-02-14,5.6375,347.2,80.4,137997.50000000003
2013-02-15,5.63,345.8,80.35,138089.99999999997
2013-02-19,5.5775,349.2,79.475,135737.49999999997
2013-02-20,5.615,356.0,80.05,136335.0
2013-02-21,5.54,354.5,79.575,136090.0
2013-02-22,5.5275,351.2,78.8,134127.5
2013-02-25,5.5025,350.4,78.775,134502.5
2013-02-26,5.5625,351.1,79.35,135372.49999999997
2013-02-27,5.5375,350.9,79.25,135447.5
2013-02-28,5.57,354.8,79.475,135289.99999999997
2013-03-01,5.5675,353.8,79.625,135907.5
2013-03-04,5.5025,355.4,79.425,136082.5
2013-03-05,5.52,359.3,78.4,132150.00000000006
2013-03-06,5.4425,359.8,78.125,132382.5
2013-03-07,5.4175,358.4,79.9,138577.5
2013-03-08,5.47,356.0,80.05,138510.0
2013-03-11,5.54,356.2,79.6,135999.99999999997
2013-03-12,5.5725,357.7,79.75,135842.5
2013-03-13,5.55,356.1,79.1,134259.99999999997
2013-03-14,5.5925,355.6,79.15,133832.50000000003
2013-03-15,5.6175,354.6,78.5,131477.5
2013-03-18,5.62,354.2,77.775,129160.00000000003
2013-03-19,5.6225,354.6,76.875,126202.50000000001
2013-03-20,5.67,356.1,76.45,123980.0
2013-03-21,5.685,359.0,77.7,127465.00000000001
2013-03-22,5.6525,353.7,77.6,128162.49999999997
2013-03-25,5.72,354.6,78.7,130580.0
2013-03-26,5.71,355.7,79.65,133660.00000000003
2013-03-27,5.71,356.4,79.1,131829.99999999997
2013-03-28,5.385,346.7,78.975,137274.99999999997
2013-04-01,5.355,348.0,78.9,137355.0
2013-04-02,5.365,349.0,79.3,138385.0
2013-04-03,5.395,343.5,80.025,140805.00000000006
2013-04-04,5.4,344.6,79.7,139580.0
2013-04-05,5.35,343.2,78.3,135990.0
2013-04-08,5.32,341.8,79.475,140339.99999999997
2013-04-09,5.4025,342.8,79.25,138282.5
2013-04-10,5.43,340.4,78.7,136350.0
2013-04-11,5.44,336.8,78.55,136080.0
2013-04-12,5.5,339.9,78.35,134229.99999999997
2013-04-15,5.3225,333.6,77.1,133522.49999999997
2013-04-16,5.4075,336.4,77.45,133087.5
2013-04-17,5.4725,336.0,78.75,136312.5
2013-04-18,5.4125,339.2,78.5,136092.5
2013-04-19,5.47,337.3,77.9,133500.00000000003
2013-04-22,5.33,335.8,77.375,134070.0
2013-04-23,5.2275,334.2,77.675,136727.5
2013-04-24,5.28,331.2,78.05,137440.0
2013-04-25,5.3125,335.0,78.0,136412.5
2013-04-26,5.24,337.8,78.3,138180.0
2013-04-29,5.595,344.5,78.25,132025.0
2013-04-30,5.5675,343.3,78.9,134637.50000000003
2013-05-01,5.505,338.8,78.65,135225.00000000003
2013-05-02,5.59,337.9,78.65,134040.00000000003
2013-05-03,5.535,343.3,78.9,135125.00000000003
2013-05-06,5.3825,338.6,77.6,133722.49999999997
2013-05-07,5.3925,340.1,77.95,134542.5
2013-05-08,5.32,342.5,78.15,136030.00000000003
2013-05-09,5.415,343.5,77.65,132905.00000000003
2013-05-10,5.295,338.0,77.25,133975.0
2013-05-13,5.3925,338.7,77.5,133242.5
2013-05-14,5.38,339.9,77.9,134590.00000000003
2013-05-15,5.3175,339.5,77.1,133007.49999999997
2013-05-16,5.24,341.7,77.35,134749.99999999997
2013-05-17,5.195,346.5,77.4,135105.00000000003
2013-05-20,5.2025,345.4,78.075,137262.5
2013-05-21,5.2025,343.3,78.6,139152.49999999997
2013-05-22,5.305,350.1,79.5,139815.0
2013-05-23,5.3475,351.4,79.4,138727.50000000003
2013-05-24,5.365,355.5,79.95,139815.0
2013-05-28,5.51,371.8,79.575,134810.0
2013-05-29,5.6575,376.1,80.15,134007.50000000003
2013-05-30,5.6275,377.8,80.675,135967.5
2013-05-31,5.6725,384.9,80.7,134662.5
2013-06-03,5.6,392.5,80.3,133710.0
2013-06-04,5.53,389.1,80.825,136780.0
2013-06-05,5.4225,385.1,80.475,137672.49999999997
2013-06-06,5.4825,388.1,81.0,138152.5
2013-06-07,5.585,396.6,81.675,137925.0
2013-06-10,5.46,393.5,80.75,137150.0
2013-06-11,5.5075,398.0,80.85,136307.49999999997
2013-06-12,5.375,389.9,81.65,141665.00000000003
2013-06-13,5.3525,386.5,81.6,142182.49999999997
2013-06-14,5.33,383.5,81.65,142980.00000000003
2013-06-17,5.385,376.8,81.975,143865.0
2013-06-18,5.505,379.9,81.7,140875.0
2013-06-19,5.705,386.6,82.4,139445.0
2013-06-20,5.605,379.7,82.25,141155.0
2013-06-21,5.5625,377.5,82.3,142172.5
2013-06-24,5.465,379.8,82.875,145245.0
2013-06-25,5.445,384.6,82.6,144185.0
2013-06-26,5.44,385.5,82.6,144170.0
2013-06-27,5.385,387.2,83.7,148345.0
2013-06-28,5.11,374.0,82.65,150430.0
2013-07-01,5.0125,366.0,82.5,152212.5
2013-07-02,5.0275,365.9,82.1,150717.5
2013-07-03,5.0275,368.4,82.15,150627.5
2013-07-05,4.9125,357.9,82.05,153082.5
2013-07-08,5.005,368.2,80.95,147145.0
2013-07-09,5.2175,378.9,81.1,143367.49999999997
2013-07-10,5.215,382.4,82.05,146095.0
2013-07-11,5.27,388.1,81.45,142780.0
2013-07-12,5.0925,373.7,81.35,146562.49999999997
2013-07-15,5.035,376.9,81.7,148225.0
2013-07-16,5.1075,388.6,82.5,148527.5
2013-07-17,5.02,386.0,82.425,149860.0
2013-07-18,5.0075,377.9,82.55,151257.5
2013-07-19,5.0075,382.5,82.225,149757.5
2013-07-22,4.98,389.9,82.3,149670.0
2013-07-23,4.855,380.8,82.975,154615.0
2013-07-24,4.8025,380.5,83.45,156952.5
2013-07-25,4.7875,365.5,82.6,155957.5
2013-07-26,4.76,369.9,81.85,153529.99999999997
2013-07-29,4.7325,371.6,81.55,152812.5
2013-07-30,4.775,363.9,80.6,149904.99999999997
2013-07-31,4.79,365.2,80.5,149230.0
2013-08-01,4.67,359.2,80.9,152910.00000000003
2013-08-02,4.6375,354.2,80.8,153577.5
2013-08-05,4.605,351.6,82.2,158805.0
2013-08-06,4.5925,345.7,82.85,161662.5
2013-08-07,4.5825,347.4,81.675,157882.5
2013-08-08,4.5975,356.8,82.15,158237.5
2013-08-09,4.5325,356.1,82.05,158962.5
2013-08-12,4.64,372.0,83.05,158960.0
2013-08-13,4.4725,372.8,83.25,162032.5
2013-08-14,4.5525,379.1,84.675,164762.5
2013-08-15,4.7225,387.6,84.025,159282.5
2013-08-16,4.635,386.3,83.45,158885.0
2013-08-19,4.855,404.2,83.45,153795.0
2013-08-20,4.755,402.0,83.75,156475.0
2013-08-21,4.8325,408.1,82.625,151102.5
2013-08-22,4.645,400.3,81.6,151415.0
2013-08-23,4.7,419.5,82.25,150750.0
2013-08-26,5.005,436.7,83.075,147095.0
2013-08-27,4.8625,430.4,83.55,151382.5
2013-08-28,4.8075,429.3,83.15,151037.5
2013-08-29,4.815,430.1,84.3,154525.0
2013-08-30,4.82,423.7,84.75,156530.0
2013-09-03,4.7525,438.9,84.975,156742.5
2013-09-04,4.695,422.7,85.85,162025.0
2013-09-05,4.61,429.4,85.925,162870.0
2013-09-06,4.6825,428.9,87.0,165272.5
2013-09-09,4.635,426.5,87.625,168225.0
2013-09-10,4.69,425.2,87.55,167290.0
2013-09-11,4.725,428.0,87.25,165525.0
2013-09-12,4.6625,447.2,87.275,164622.5
2013-09-13,4.59,442.8,87.25,166070.0
2013-09-16,4.565,428.5,88.475,171795.0
2013-09-17,4.54,426.6,87.525,169320.0
2013-09-18,4.5625,425.8,87.95,170422.5
2013-09-19,4.595,420.4,87.3,168395.0
2013-09-20,4.51,411.6,86.075,166630.0
2013-09-23,4.5325,409.2,86.425,167652.5
2013-09-24,4.4875,412.3,88.075,173297.5
2013-09-25,4.5475,417.1,88.6,173597.5
2013-09-26,4.5675,414.9,87.725,170717.5
2013-09-27,4.54,418.3,88.125,172070.0
2013-09-30,4.415,405.4,86.625,170435.0
2013-10-01,4.39,403.3,85.9,168700.0
2013-10-02,4.39,411.7,86.175,168740.0
2013-10-03,4.3925,415.3,86.775,170262.5
2013-10-04,4.4325,418.4,87.625,172072.5
2013-10-07,4.4925,420.7,87.875,171742.5
2013-10-08,4.4175,414.9,88.2,174487.5
2013-10-09,4.435,411.7,86.525,169185.0
2013-10-10,4.3825,409.6,86.65,170582.5
2013-10-11,4.3325,403.4,86.5,171472.5
2013-10-14,4.37,407.4,86.35,170030.0
2013-10-15,4.435,402.4,87.8,174195.0
2013-10-16,4.4275,403.8,88.8,177367.5
2013-10-17,4.43,413.0,88.45,175290.0
2013-10-18,4.415,410.1,87.95,174205.0
2013-10-21,4.44,415.7,87.475,171750.0
2013-10-22,4.3825,416.1,88.575,176092.5
2013-10-23,4.4275,421.4,88.15,173527.5
2013-10-24,4.4025,426.0,89.6,178082.5
2013-10-25,4.4,423.5,90.425,181010.0
2013-10-28,4.3075,414.7,91.95,188157.5
2013-10-29,4.32,410.8,91.35,186440.0
2013-10-30,4.3025,411.8,90.4,183562.5
2013-10-31,4.2825,403.6,89.175,180762.5
2013-11-01,4.2725,394.9,88.35,179142.5
2013-11-04,4.2625,396.9,88.325,179012.5
2013-11-05,4.25,392.8,88.25,179370.0
2013-11-06,4.2125,396.8,87.35,176652.5
2013-11-07,4.205,403.8,87.55,176705.0
2013-11-08,4.2675,422.3,88.125,175757.5
2013-11-11,4.3475,422.1,88.05,174337.5
2013-11-12,4.3225,427.7,87.2,171432.5
2013-11-13,4.2975,423.3,86.375,169607.5
2013-11-14,4.265,424.6,85.6,167485.0
2013-11-15,4.22,410.5,85.9,170530.0
2013-11-18,4.12,415.8,85.6,170540.0
2013-11-19,4.1775,408.9,85.425,169807.5
2013-11-20,4.17,407.0,86.25,172750.0
2013-11-21,4.23,411.0,86.25,171450.0
2013-11-22,4.2225,427.8,85.625,167882.5
2013-11-25,4.2475,437.2,85.6,166487.5
2013-11-26,4.185,450.2,85.625,166205.0
2013-11-27,4.1725,445.9,85.8,167382.5
2013-11-29,4.1525,456.6,85.675,166212.5
2013-12-02,4.5425,343.5,86.025,172792.5
2013-12-03,4.6,350.2,84.825,167420.0
2013-12-04,4.6425,350.8,83.675,163042.5
2013-12-05,4.625,350.0,82.525,159705.0
2013-12-06,4.6375,352.4,81.675,156557.5
2013-12-09,4.6725,357.0,81.375,154612.5
2013-12-10,4.65,355.1,80.825,153380.0
2013-12-11,4.6725,354.1,80.925,153462.5
2013-12-12,4.615,352.1,81.325,155805.0
2013-12-13,4.525,352.6,81.25,156865.0
2013-12-16,4.5025,354.3,78.25,147432.5
2013-12-17,4.5425,358.1,78.325,146692.5
2013-12-18,4.5375,357.8,78.7,147997.5
2013-12-19,4.5775,358.4,79.1,148617.49999999997
2013-12-20,4.6075,360.3,79.4,148937.50000000003
2013-12-23,4.61,360.6,79.35,148709.99999999997
2013-12-24,4.6125,360.1,79.05,147762.5
2013-12-26,4.545,356.2,78.75,148205.0
2013-12-27,4.5525,356.6,79.0,148852.5
2013-12-30,4.51,354.8,79.65,151750.00000000003
2013-12-31,4.5025,349.8,79.5,151882.5
2014-01-02,4.4825,348.3,79.75,153132.5
2014-01-03,4.52,349.1,79.7,152330.0
2014-01-06,4.5525,349.8,79.75,151932.5
2014-01-07,4.5325,346.6,79.75,152552.5
2014-01-08,4.46,342.4,79.825,154300.0
2014-01-09,4.4125,340.0,79.55,154372.5
2014-01-10,4.5825,337.7,80.0,153492.5
2014-01-13,4.585,346.1,79.95,152455.0
2014-01-14,4.56,348.2,79.9,152460.00000000006
2014-01-15,4.5125,345.9,79.875,153322.5
2014-01-16,4.5225,348.0,79.95,153202.5
2014-01-17,4.49,351.8,79.85,152989.99999999997
2014-01-21,4.47,343.4,79.725,153729.99999999997
2014-01-22,4.475,346.6,79.55,152775.0
2014-01-23,4.4925,344.1,79.7,153242.5
2014-01-24,4.495,346.4,79.65,152815.00000000003
2014-01-27,4.525,344.8,79.65,152525.00000000003
2014-01-28,4.5075,345.0,79.55,152447.5
2014-01-29,4.4675,342.8,79.7,153747.5
2014-01-30,4.5025,343.1,79.5,152552.5
2014-01-31,4.5,343.6,80.375,155340.0
2014-02-03,4.53,346.0,80.275,154330.00000000003
2014-02-04,4.5925,345.1,80.3,153562.5
2014-02-05,4.57,344.8,80.925,155930.0
2014-02-06,4.5825,346.8,81.25,156582.5
2014-02-07,4.6,349.5,82.1,158770.0
2014-02-10,4.5825,346.0,82.5,160662.5
2014-02-11,4.5575,348.4,82.575,161037.5
2014-02-12,4.5775,347.1,82.875,161827.5
